Id,city,age,sex,social_class,primary_business,secondary_business,annual_income,monthly_expenses,old_dependents,young_dependents,home_ownership,type_of_house,occupants_count,house_area,sanitary_availability,water_availabity,loan_purpose,loan_tenure,loan_installments,loan_amount
28063,Baruipur,29,F,G.C,Thread making,none,19200,4000,0,2,1,T1,4,300,1,0.5,Business Services - II,12,50,12000
28064,Baruipur,27,F,G.C,Thread making,none,18000,4000,0,1,1,T1,3,400,1,0.5,Business Services - II,12,50,12000
28065,Baruipur,40,F,G.C,Thread making,none,18000,4000,0,0,1,T1,4,450,1,0.5,Business Services - II,12,50,12000
28066,Baruipur,22,F,G.C,Fruits business,none,19200,3900,0,1,1,T1,3,300,1,0.5,Agro Based Businesses,12,50,12000
28067,Baruipur,42,F,G.C,Thread making,none,19200,3900,0,2,1,T1,4,300,1,0.5,Business Services - II,12,50,12000
28068,Baruipur,24,F,G.C,Fruits business,none,18000,4000,0,0,1,R,2,450,1,0.5,Agro Based Businesses,12,50,12000
28069,Baruipur,37,F,G.C,Fruits business,none,19200,4000,0,1,1,T1,3,300,1,0.5,Agro Based Businesses,12,50,12000
28070,Baruipur,31,F,G.C,Thread making,none,15600,3900,0,2,1,T1,4,250,1,0.5,Business Services - II,12,50,8000
28071,Baruipur,32,F,G.C,Bag Making,none,16800,3900,0,1,1,T1,3,250,1,0.5,Handicrafts,12,50,8000
28072,Baruipur,20,F,G.C,Thread making,none,16800,4200,0,1,1,T1,4,500,1,0.5,Business Services - II,12,50,8000
28073,Baruipur,28,F,G.C,Thread making,none,16800,4000,0,3,1,T1,5,900,1,0.5,Business Services - II,12,50,8000
28074,Baruipur,23,F,G.C,Readymade Garments,none,18000,4000,0,1,1,T1,3,750,1,0.5,Apparels,12,50,8000
28075,SANDESHKHALI,24,F,ST,Tailoring,Daily wage labourer,54000,3800,0,1,1,T1,3,900,1,1,Apparels,12,12,5000
28076,Santipur,39,F,S.c,Handloom Work,none,60000,3200,0,2,1,T1,4,700,1,0.5,Handicrafts,12,50,15000
28077,Santipur,34,F,S.c,Handloom Work,none,72000,4000,0,2,1,T1,4,700,1,0.5,Handicrafts,12,50,12000
28078,Santipur,40,F,S.c,Thread making,none,60000,3500,0,0,1,T1,3,700,1,0.5,Business Services - II,12,50,8000
28079,Santipur,24,F,Gen,Handloom Work,none,60000,3000,0,2,1,T1,4,700,1,0.5,Handicrafts,12,50,10000
28080,Santipur,21,F,Gen,Handloom Work,none,60000,3000,0,0,1,T1,2,700,1,0.5,Handicrafts,12,50,10000
28081,Santipur,56,F,S.c,Handloom Work,none,60000,3200,1,0,1,T1,3,700,1,0.5,Handicrafts,12,50,15000
28082,Pusad,44,M,VJNT,Grocery store,none,54000,5000,0,3,1,T2,2,1000,1,1,Agro Based Businesses,12,12,15000
28083,Santipur,29,F,S.c,Grocery store,none,60000,3200,0,2,1,T1,4,700,1,0.5,Agro Based Businesses,12,50,15000
28084,Santipur,24,F,Minority,Handloom Work,none,60000,3200,0,0,1,T1,2,700,1,0.5,Handicrafts,12,50,13000
28085,Santipur,30,F,Minority,Handloom Work,none,60000,4000,0,1,1,T1,3,700,1,0.5,Handicrafts,12,50,15000
28086,Santipur,41,F,Minority,Handloom Work,none,60000,3600,0,2,1,T1,4,700,1,0.5,Handicrafts,12,50,15000
28087,Santipur,24,F,Minority,Handloom Work,none,60000,4000,0,2,1,T1,4,700,1,0.5,Handicrafts,12,50,15000
28088,Santipur,46,F,Minority,Handloom Work,none,60000,3800,0,0,1,T1,4,700,1,1,Handicrafts,12,50,15000
28089,Santipur,52,F,Minority,Handloom Work,none,60000,4000,0,1,1,T2,3,700,1,1,Handicrafts,12,50,15000
28090,Santipur,34,F,Minority,Handloom Work,none,60000,4200,0,1,1,T2,3,700,1,1,Handicrafts,12,50,15000
28091,Santipur,24,F,Minority,Applique work,none,60000,3800,0,1,1,T2,3,700,1,1,Handicrafts,12,50,15000
28092,Santipur,25,F,Minority,Handloom Work,none,60000,3400,0,0,1,T1,2,600,1,0.5,Handicrafts,12,50,14000
28093,Baruipur,50,F,G.C,Paper Item Making,none,12000,4200,0,0,1,T1,4,250,1,0.5,Utensil Selling,12,50,8000
28094,Baruipur,34,F,G.C,Agarbatti sales,none,12000,3200,0,2,1,T1,4,300,1,0.5,Agarbatti Business,12,50,10000
28095,Baruipur,36,F,G.C,Saree business,none,14400,4200,0,2,1,T1,4,300,1,0.5,Apparels,12,50,10000
28096,Baruipur,42,F,S.C,Artificial Jewellery Business,none,12000,3500,0,0,1,T1,3,400,1,0.5,Artifical Jewellry Selling,12,50,10000
28097,Baruipur,43,F,G.C,Thread making,none,12000,3300,0,0,1,T1,2,300,1,0.5,Business Services - II,12,50,10000
28098,Baruipur,36,F,S.C,Tailoring,none,12000,4200,0,0,1,T1,2,450,1,0.5,Apparels,12,50,10000
28099,Baruipur,30,F,S.C,Agarbatti sales,none,12000,4400,0,2,1,T1,4,300,1,0.5,Agarbatti Business,12,50,12000
28100,Bahoriband,41,F,OBC,Cow Rearing,none,48000,2000,0,0,1,T2,1,400,0,0.5,Animal husbandry,12,12,12000
28101,Pune,43,F,Muslim,Tailoring,none,110000,4000,0,3,1,T1,8,150,1,1,Apparels,12,12,12000
28102,Bahoriband,41,F,ST,Cow Rearing,none,48000,2500,0,0,1,T2,1,600,0,0.5,Animal husbandry,12,12,12000
28103,Bahoriband,39,F,OBC,Cow Rearing,none,48000,2500,0,2,1,T2,1,400,0,0.5,Animal husbandry,12,12,12000
28104,Bahoriband,36,F,OBC,Cow Rearing,none,48000,2500,0,1,1,T2,1,400,0,0.5,Animal husbandry,12,12,12000
28105,Bahoriband,49,F,OBC,Cow Rearing,none,48000,2500,0,0,1,T2,1,600,0,0.5,Animal husbandry,12,12,12000
28106,Bahoriband,29,F,OBC,Cow Rearing,none,48000,2000,0,1,1,T2,1,600,0,0.5,Animal husbandry,12,12,12000
28107,Bahoriband,29,F,OBC,Cow Rearing,none,48000,2000,0,1,1,T2,1,400,0,0.5,Animal husbandry,12,12,12000
28108,Muzaffarpur,40,F,Mynority,Home appliances business,Agriculture,18000,3000,0,2,1,R,4,300,1,1,Construction Related Activities,12,50,12000
28109,Bahoriband,38,F,OBC,Cow Rearing,none,48000,2500,0,0,1,T2,1,400,0,0.5,Animal husbandry,12,12,12000
28110,Pune,35,F,Mahar,Mess Work,none,96000,3500,0,3,1,R,5,150,1,1,Eateries,12,12,12000
28111,Bahoriband,26,F,OBC,Cow Rearing,none,48000,2500,0,0,1,T2,1,600,0,0.5,Animal husbandry,12,12,12000
28112,Muzaffarpur,32,F,Mynority,Buffalo rearing,Agriculture,18000,3000,0,2,1,R,4,200,1,1,Animal husbandry,12,50,12000
28113,Mathurapur,23,F,S.C.,Rice business,none,21600,4000,0,2,1,T1,4,300,1,0.5,Agro Based Businesses,12,50,15000
28114,Muzaffarpur,48,F,Mynority,Cloth business,Agriculture,18000,3000,0,1,1,T1,3,100,1,1,Apparels,12,50,12000
28115,Muzaffarpur,37,F,OBC,Goat rearing,Agriculture,18000,3000,0,2,1,R,4,200,1,1,Meat Businesses,12,50,12000
28116,Muzaffarpur,25,F,Mynority,Tailoring,Agriculture,18000,3000,0,1,1,R,4,200,1,1,Apparels,12,50,12000
28117,Pune,44,F,Mahar,Vegetable vendor,none,108000,3000,0,0,1,R,3,150,0,1,Agro Based Businesses,12,12,12000
28118,Muzaffarpur,45,F,Mynority,Readymade Garments,Agriculture,16800,3000,0,1,1,R,4,100,1,1,Apparels,12,50,12000
28119,Muzaffarpur,45,F,Mynority,Tailoring,Agriculture,18000,3000,0,0,1,R,4,150,1,1,Apparels,12,50,12000
28120,Muzaffarpur,26,F,Mynority,Tailoring,Agriculture,18000,3000,0,2,1,R,4,120,1,1,Apparels,12,50,12000
28121,Bahoriband,35,F,OBC,Cow Rearing,none,48000,2000,0,1,1,T2,1,400,0,0.5,Animal husbandry,12,12,12000
28122,Muzaffarpur,45,F,Mynority,Tailoring,Agriculture,16800,2500,0,1,1,R,4,200,1,1,Apparels,12,50,12000
28123,Muzaffarpur,20,F,Mynority,Tailoring,Agriculture,18000,2500,0,0,1,R,2,300,1,1,Apparels,12,50,12000
28124,Pune,52,F,Muslim,Saree business,none,110000,3000,0,0,1,T1,3,250,1,1,Apparels,12,12,12000
28125,Muzaffarpur,22,F,Mynority,Tailoring,Agriculture,18000,3000,0,2,1,R,4,135,1,1,Apparels,12,50,12000
28126,Pune,35,F,Gondhali,Fast Food Stall,none,60000,4000,0,1,1,R,4,250,0,1,Eateries,12,12,7000
28127,Bahoriband,38,F,OBC,Cow Rearing,none,48000,2500,0,1,1,T2,1,400,0,0.5,Animal husbandry,12,12,12000
28128,Mathurapur,50,F,S.C,Rice business,none,21600,3500,0,0,1,T2,2,300,1,0.5,Agro Based Businesses,12,50,15000
28129,Mathurapur,26,F,G.C,Bird Selling,none,18000,3900,0,2,1,T1,4,500,1,0.5,Meat Businesses,12,50,15000
28130,Mathurapur,28,F,S.C,Embroidery work,none,21600,4200,0,2,1,T1,4,450,1,0.5,Handicrafts,12,50,15000
28131,Mathurapur,36,F,G.C,Paddy processing,none,19200,3700,0,1,1,T1,3,300,1,0.5,Agro Based Businesses,12,50,15000
28132,Mathurapur,28,F,G.C,Bird Selling,none,18000,3600,0,1,1,T1,3,300,1,0.5,Meat Businesses,12,50,15000
28133,Mathurapur,53,F,S.C,Tiffin center,none,19200,3700,0,0,1,T1,3,450,1,0.5,Eateries,12,50,15000
28134,Pune,35,F,Maratha,Tailoring,none,36000,2500,0,1,1,R,3,250,0,1,Apparels,12,12,8000
28135,Pune,30,F,Muslim,Tailoring,none,108000,3000,0,3,1,R,5,150,0,1,Apparels,12,12,7000
28136,Bahoriband,30,F,OBC,Cow Rearing,none,48000,2000,0,1,1,T2,2,400,0,0.5,Animal husbandry,12,12,12000
28137,Bahoriband,26,F,OBC,Cow Rearing,none,48000,2500,0,0,1,T2,1,400,0,0.5,Animal husbandry,12,12,12000
28138,Bahoriband,36,F,OBC,Cow Rearing,none,48000,2500,0,0,1,T2,1,400,0,0.5,Animal husbandry,12,12,12000
28139,Bahoriband,51,F,OBC,Cow Rearing,none,40000,2500,0,0,1,T2,1,300,0,0.5,Animal husbandry,12,12,12000
28140,Bahoriband,33,F,OBC,Cow Rearing,none,48000,2500,0,0,1,T2,1,400,0,0.5,Animal husbandry,12,12,12000
28141,Bahoriband,41,F,OBC,Cow Rearing,none,48000,2500,0,0,1,T2,1,300,0,0.5,Animal husbandry,12,12,12000
28142,Bahoriband,48,F,OBC,Cow Rearing,none,48000,2500,0,0,1,T2,1,600,0,0.5,Animal husbandry,12,12,12000
28143,Bahoriband,45,F,OBC,Cow Rearing,none,48000,2500,0,1,1,T2,1,600,0,0.5,Animal husbandry,12,12,12000
28144,Bahoriband,53,F,OBC,Cow Rearing,none,48000,2500,0,0,1,T2,1,400,0,0.5,Animal husbandry,12,12,12000
28145,Mathurapur,46,F,S.C,Hardware Store,none,24000,4200,0,0,1,T1,3,450,1,0.5,Retail Store,12,50,15000
28146,Mathurapur,31,F,G.C,Readymade Garments,none,24000,4200,0,2,1,T1,4,500,1,0.5,Apparels,12,50,15000
28147,Mathurapur,36,F,S.C,Beedi rolling business,none,18000,3900,0,1,1,T1,4,500,1,0.5,Tobacco Related Activities,12,50,12000
28148,Mathurapur,22,F,G.C,Rice business,none,14400,3700,0,1,1,T1,3,320,1,0.5,Agro Based Businesses,12,50,8000
28149,Mathurapur,43,F,G.C,Poultry farm,none,14400,3700,0,1,1,T2,3,340,1,0.5,Meat Businesses,12,50,8000
28150,Pune,38,F,Mahar,Saree business,none,108000,4000,0,2,1,T1,5,150,1,1,Apparels,12,12,12000
28151,Pune,58,F,Bauddha,Vegetable vendor,none,72000,1500,0,0,1,R,2,120,0,1,Agro Based Businesses,12,12,12000
28152,Mathurapur,30,F,S.C,Embroidery work,none,21600,4000,0,1,1,T1,3,340,1,0.5,Handicrafts,12,50,15000
28153,Pune,38,F,Bauddha,Vegetable vendor,none,96000,2000,0,0,1,T1,3,150,0,1,Agro Based Businesses,12,12,7000
28154,Mathurapur,42,F,S.C,Embroidery work,none,21600,3700,0,2,1,T2,4,350,1,0.5,Handicrafts,12,50,15000
28155,Pune,46,F,Muslim,Tailoring,none,108000,2500,0,1,1,R,4,120,0,1,Apparels,12,12,12000
28156,Mathurapur,31,F,G.C,Tailoring,none,21600,4400,0,2,1,T1,4,480,1,0.5,Apparels,12,50,15000
28157,Mathurapur,26,F,S.C,Beedi rolling business,none,20400,3700,0,2,1,T2,4,370,1,0.5,Tobacco Related Activities,12,50,15000
28158,Pune,40,F,Telagu,Cloth business,none,96000,3000,0,2,1,R,4,250,0,1,Apparels,12,12,12000
28159,Mathurapur,25,F,S.C,Beedi rolling business,none,20400,3800,0,2,1,T1,4,380,1,0.5,Tobacco Related Activities,12,50,15000
28160,Mathurapur,54,F,S.C,Beedi rolling business,none,20400,3900,0,0,1,T1,3,360,1,0.5,Tobacco Related Activities,12,50,12000
28161,Pune,40,F,Muslim,Vegetable vendor,none,48000,3000,0,1,1,R,3,120,0,1,Agro Based Businesses,12,12,12000
28162,Pune,39,M,Muslim,Auto Rickshaw,none,60000,3000,1,2,1,R,5,120,0,1,Transportation Services,12,12,12000
28163,Mathurapur,42,F,S.C,Beedi rolling business,none,20400,3900,0,0,1,T2,4,360,1,0.5,Tobacco Related Activities,12,50,15000
28164,Pune,38,F,Chambhar,Vegetable vendor,none,84000,4000,0,0,1,R,5,120,0,1,Agro Based Businesses,12,12,12000
28165,Pune,48,F,Muslim,Tailoring,none,90000,2500,0,0,1,R,3,120,0,1,Apparels,12,12,7000
28166,Pune,45,F,Telagu,Vegetable vendor,none,60000,1500,0,0,1,T1,2,350,1,1,Agro Based Businesses,12,12,12000
28167,Bahoriband,52,F,OBC,Cow Rearing,none,40000,2000,0,0,1,T2,1,500,0,0.5,Animal husbandry,12,12,12000
28168,Bahoriband,36,F,OBC,Cow Rearing,none,40000,2500,0,1,1,T2,1,600,0,0.5,Animal husbandry,12,12,12000
28169,Bahoriband,21,F,OBC,Cow Rearing,none,48000,2500,0,1,1,T2,1,600,0,0.5,Animal husbandry,12,12,12000
28170,Bahoriband,53,F,OBC,Cow Rearing,none,48000,2500,0,0,1,T2,1,600,0,0.5,Animal husbandry,12,12,12000
28171,Bahoriband,24,F,OBC,Bangles business,none,48000,2500,0,1,1,T2,1,600,0,0.5,Artifical Jewellry Selling,12,12,12000
28172,Bahoriband,37,F,OBC,Cow Rearing,none,48000,2500,0,1,1,T2,1,400,0,0.5,Animal husbandry,12,12,12000
28173,Bahoriband,29,F,OBC,Cow Rearing,none,48000,2500,0,1,1,T2,1,600,0,0.5,Animal husbandry,12,12,12000
28174,Bahoriband,51,F,OBC,Cow Rearing,none,48000,2500,0,0,1,T2,1,400,0,0.5,Animal husbandry,12,12,12000
28175,Bahoriband,31,F,OBC,Cow Rearing,none,48000,2500,0,1,1,T2,1,400,0,0.5,Animal husbandry,12,12,12000
28176,Bahoriband,43,F,OBC,Cow Rearing,none,48000,2500,0,1,1,T2,1,500,0,0.5,Animal husbandry,12,12,12000
28177,Bahoriband,35,F,OBC,Cow Rearing,none,48000,2500,0,1,1,T2,1,400,0,0.5,Animal husbandry,12,12,12000
28178,Mathurapur,26,F,S.C,Beedi rolling business,none,21600,3800,0,1,1,T1,3,360,1,0.5,Tobacco Related Activities,12,50,15000
28179,Bahoriband,31,F,OBC,Cow Rearing,none,48000,2500,0,1,1,T2,1,600,0,0.5,Animal husbandry,12,12,12000
28180,Mathurapur,46,F,S.C,Beedi rolling business,none,21600,4000,0,0,1,T1,3,320,1,0.5,Tobacco Related Activities,12,50,15000
28181,Mathurapur,26,F,S.C,Beedi rolling business,none,21600,3800,0,2,1,T1,4,350,1,0.5,Tobacco Related Activities,12,50,10000
28182,Mathurapur,33,F,G.C,Grocery store,none,18000,3800,0,1,1,T1,3,370,1,0.5,Agro Based Businesses,12,50,15000
28183,Bahoriband,35,F,ST,Cow Rearing,none,48000,2500,0,1,1,T2,1,400,0,0.5,Animal husbandry,12,12,12000
28184,Mathurapur,31,F,G.C,Embroidery work,none,36000,4000,1,3,1,T1,5,350,1,0.5,Handicrafts,12,50,15000
28185,Bahoriband,23,F,OBC,Cow Rearing,none,48000,2000,0,0,1,T2,1,400,0,0.5,Animal husbandry,12,12,12000
28186,Bahoriband,24,F,OBC,Cow Rearing,none,48000,2000,0,1,1,T2,1,600,0,0.5,Animal husbandry,12,12,12000
28187,Mathurapur,46,F,G.C,Embroidery work,none,18000,4500,0,0,1,T1,4,540,1,0.5,Handicrafts,12,50,15000
28188,Bahoriband,31,F,OBC,Cow Rearing,none,48000,2500,0,0,1,T2,1,600,0,0.5,Animal husbandry,12,12,12000
28189,Bahoriband,48,F,OBC,Cow Rearing,none,48000,2500,0,1,1,T2,1,400,0,0.5,Animal husbandry,12,12,12000
28190,Bahoriband,27,F,OBC,Cow Rearing,none,48000,2500,0,1,1,T2,1,400,0,0.5,Animal husbandry,12,12,12000
28191,Mathurapur,40,F,S.C,Artificial Flower Making,none,20400,3900,0,1,1,T1,3,520,1,0.5,Flower Business,12,50,15000
28192,Mathurapur,34,F,G.C,Poultry farm,none,18000,4000,0,1,1,T1,3,360,1,0.5,Meat Businesses,12,50,15000
28193,Mathurapur,32,F,S.C,Beedi rolling business,none,20400,4100,0,2,1,T1,4,500,1,0.5,Tobacco Related Activities,12,50,12000
28194,Mathurapur,23,F,S.C,Embroidery work,none,20400,3800,0,1,1,T2,3,360,1,0.5,Handicrafts,12,50,12000
28195,Mathurapur,21,F,G.C,Embroidery work,none,18000,3900,0,2,1,T1,4,350,1,0.5,Handicrafts,12,50,15000
28196,Mathurapur,23,F,S.C,Embroidery work,none,18000,4000,0,2,1,T1,4,560,1,0.5,Handicrafts,12,50,10000
28197,Mathurapur,22,F,S.C,Embroidery work,none,18000,3800,0,1,1,T1,3,350,1,0.5,Handicrafts,12,50,10000
28198,Mathurapur,33,F,S.C,Poultry farm,none,18000,4300,0,1,1,T1,3,460,1,0.5,Meat Businesses,12,50,10000
28199,Pune,33,F,Kamma,Tailoring,none,110000,4000,0,2,1,T1,4,250,1,1,Apparels,12,12,12000
28200,Pune,37,F,Chambhar,Vegetable vendor,none,45000,2500,1,0,1,R,3,250,1,1,Agro Based Businesses,12,12,12000
28201,Pune,25,F,Maratha,Vegetable vendor,none,108000,2500,0,0,1,R,3,150,1,1,Agro Based Businesses,12,12,12000
28202,Pune,45,F,Bauddha,Petty shop,none,72000,2500,0,3,1,R,5,120,0,1,Retail Store,12,12,7000
28203,Pune,25,F,Dhobi,Carpenter/Wood business,none,110000,2000,0,2,0,R,4,120,0,1,Carpentery work,12,12,7000
28204,Santipur,44,F,Gen,Handloom Work,none,60000,3200,0,2,1,T1,4,700,1,1,Handicrafts,12,50,15000
28205,Santipur,26,F,S.c,Handloom Work,none,60000,3200,0,2,1,T1,4,700,1,1,Handicrafts,12,50,12000
28206,Santipur,52,F,S.c,Handloom Work,none,60000,3100,0,0,1,T1,3,700,1,1,Handicrafts,12,50,10000
28207,Bahoriband,29,F,OBC,Cow Rearing,none,48000,2200,0,2,1,T2,2,300,0,0,Animal husbandry,12,12,12000
28208,Santipur,34,F,S.c,Tailoring,none,60000,3200,0,1,1,T1,3,700,1,1,Apparels,12,50,14000
28209,Santipur,21,F,S.c,Handloom Work,none,60000,3100,0,1,1,T1,4,500,1,0.5,Handicrafts,12,50,8000
28210,Bahoriband,30,F,OBC,Cow Rearing,none,48000,2000,0,1,1,T2,2,250,0,0.5,Animal husbandry,12,12,12000
28211,Bahoriband,36,F,OBC,Cow Rearing,none,48000,2200,0,0,1,T2,2,200,0,0.5,Animal husbandry,12,12,12000
28212,Bahoriband,56,F,OBC,Cow Rearing,none,48000,2000,0,1,1,T2,2,300,0,0.5,Animal husbandry,12,12,12000
28213,Santipur,23,F,Minority,Handloom Work,none,60000,3200,0,1,1,T1,3,700,1,0.5,Handicrafts,12,50,15000
28214,Santipur,42,F,S.c,Handloom Work,none,60000,3200,0,0,1,T1,4,700,1,0.5,Handicrafts,12,50,12000
28215,Santipur,40,F,Gen,Cloth business,none,60000,3500,0,0,1,T1,2,600,1,0.5,Apparels,12,50,15000
28216,Santipur,28,F,Gen,Handloom Work,none,60000,4000,0,1,1,T1,3,800,1,0.5,Handicrafts,12,50,15000
28217,Santipur,38,F,S.c,Handloom Work,none,60000,3200,0,0,1,T1,3,700,1,0.5,Handicrafts,12,50,10000
28218,Santipur,45,F,Gen,Handloom Work,none,60000,3500,0,1,1,T1,3,750,1,0.5,Handicrafts,12,50,14000
28219,Santipur,37,F,Gen,Cloth business,none,60000,3000,0,0,1,T1,4,600,1,0.5,Apparels,12,50,13000
28220,Santipur,42,F,Minority,Handloom Work,none,60000,3400,0,0,1,T1,2,600,1,1,Handicrafts,12,50,14000
28221,Santipur,46,F,S.c,Handloom Work,none,60000,3400,0,0,1,T1,3,600,1,1,Handicrafts,12,50,11000
28222,Santipur,37,F,S.c,Handloom Work,none,60000,4000,0,1,1,T1,3,600,1,1,Handicrafts,12,50,10000
28223,Santipur,38,F,S.c,Handloom Work,none,60000,3000,0,1,1,T1,3,600,1,1,Handicrafts,12,50,11000
28224,Santipur,38,F,S.c,Handloom Work,none,60000,3400,0,0,1,T1,3,700,1,1,Handicrafts,12,50,15000
28225,Santipur,36,F,S.c,Handloom Work,none,60000,4000,0,0,1,T1,2,600,1,1,Handicrafts,12,50,10000
28226,Mathurapur,43,F,G.C,Embroidery work,none,36000,3000,0,2,1,T1,3,540,1,0.5,Handicrafts,12,50,15000
28227,Santipur,36,F,Minority,Handloom Work,none,60000,3000,0,0,1,T1,3,900,1,1,Handicrafts,12,50,13000
28228,Pune,42,F,Mahar,Goat rearing,none,60000,2000,0,1,1,R,3,150,0,1,Meat Businesses,12,12,7000
28229,Santipur,25,F,Minority,Handloom Work,none,60000,3000,0,2,1,T1,4,900,1,1,Handicrafts,12,50,10000
28230,Santipur,36,F,Minority,Handloom Work,none,60000,3000,0,2,1,T1,4,900,1,1,Handicrafts,12,50,13000
28231,Pune,54,F,Mahar,Ironing Shop,none,108000,3000,0,1,1,R,5,250,0,0.5,Laundry Services,12,12,7000
28232,Santipur,36,F,Minority,Handloom Work,none,60000,3000,0,2,1,T1,4,900,1,1,Handicrafts,12,50,14000
28233,Pune,37,F,Muslim,Cloth business,none,108000,3500,0,1,1,R,4,130,0,1,Apparels,12,12,12000
28234,Santipur,31,F,S.c,Thread making,none,60000,3000,0,2,1,T1,4,900,1,1,Business Services - II,12,50,8000
28235,Pune,28,F,Muslim,Tailoring,none,96000,3500,0,3,1,T1,5,380,0,1,Apparels,12,12,7000
28236,Pune,30,F,Vadar,Tailoring,none,84000,3000,0,3,1,R,5,150,0,1,Apparels,12,12,7000
28237,Pune,51,M,Telagu,Auto Rickshaw,none,108000,4000,0,0,1,T1,3,350,1,1,Transportation Services,12,12,6000
28238,Santipur,40,F,S.c,Thread making,none,60000,3000,0,1,1,T1,4,900,1,1,Business Services - II,12,50,11000
28239,Pune,38,F,Mali,Mess Work,none,108000,3500,0,1,1,R,4,150,0,1,Eateries,12,12,7000
28240,Santipur,39,F,S.c,Thread making,none,60000,3000,0,1,1,T1,3,900,1,1,Business Services - II,12,50,15000
28241,Santipur,22,F,Minority,Handloom Work,none,60000,3000,0,1,1,T1,3,900,1,1,Handicrafts,12,50,8000
28242,Imphal,39,F,OBC,School,none,42000,2000,0,3,1,T2,4,1700,1,0.5,Education Loan,12,12,14000
28243,Santipur,27,F,Minority,Handloom Work,none,60000,3000,0,2,1,R,4,900,1,1,Handicrafts,12,50,8000
28244,Santipur,24,F,Minority,Handloom Work,none,60000,3000,0,0,1,T1,2,900,1,1,Handicrafts,12,50,10000
28245,Imphal,32,F,OBC,School,none,36000,2000,0,1,1,T2,3,1400,1,1,Education Loan,12,12,7000
28246,Santipur,26,F,Minority,Handloom Work,none,60000,3000,0,1,1,T1,3,900,1,1,Handicrafts,12,50,8000
28247,Santipur,43,F,S.c,Handloom Work,none,60000,3000,0,1,1,T1,4,900,1,1,Handicrafts,12,50,8000
28248,Imphal,33,F,OBC,School,none,42000,2500,0,2,1,T2,4,1600,1,1,Education Loan,12,12,14000
28249,Imphal,39,F,OBC,School,none,48000,3500,0,2,1,T2,4,1300,1,0.5,Education Loan,12,12,7000
28250,Imphal,37,F,OBC,School,none,42000,3000,0,2,1,T2,4,1600,1,0.5,Education Loan,12,12,14000
28251,Imphal,37,F,OBC,School,none,48000,3500,0,3,1,T2,5,1000,1,1,Education Loan,12,12,7000
28252,Imphal,35,F,OBC,School,none,42000,2500,0,2,1,T2,4,1300,1,1,Education Loan,12,12,7000
28253,Imphal,34,F,OBC,School,none,36000,2500,0,3,1,T2,4,1600,1,0.5,Education Loan,12,12,14000
28254,Imphal,44,F,OBC,11th and 12th,none,42000,2500,0,0,1,T2,3,1300,1,1,Education Loan,12,12,12000
28255,Pune,46,F,Mahar,Vegetable vendor,none,72000,2500,1,0,1,R,3,160,0,1,Agro Based Businesses,12,12,12000
28256,Imphal,30,F,OBC,School,none,42000,3000,0,3,1,T2,4,1400,1,1,Education Loan,12,12,7000
28257,Pune,49,F,Bauddha,Spices and condiments business,none,96000,2500,0,0,1,R,3,120,0,1,Agro Based Businesses,12,12,12000
28258,Imphal,44,F,OBC,School,none,30000,2500,0,1,1,T2,5,1700,1,1,Education Loan,12,12,7000
28259,Santipur,40,F,Minority,Handloom Work,none,60000,3000,0,2,1,T1,4,900,1,1,Handicrafts,12,50,8000
28260,Pune,40,F,Mali,Flower Business,none,120000,4000,0,0,1,T1,3,250,0,1,Agro Based Businesses,12,12,8000
28261,Santipur,36,F,Minority,Handloom Work,none,60000,3000,0,2,1,T1,4,900,1,1,Handicrafts,12,50,8000
28262,Imphal,40,F,OBC,School,none,28000,1500,0,2,1,T2,4,1700,1,1,Education Loan,12,12,14000
28263,Pune,40,M,Prasad,Vegetable vendor,none,60000,3000,0,2,1,R,4,120,0,0.5,Agro Based Businesses,12,12,12000
28264,Santipur,26,F,S.c,Handloom Work,none,60000,3000,0,2,1,T1,4,900,1,1,Handicrafts,12,50,12000
28265,Imphal,38,F,OBC,School,none,30000,2000,0,2,1,T2,4,1450,1,1,Education Loan,12,12,7000
28266,Santipur,29,F,S.c,Handloom Work,none,60000,3000,0,2,1,T1,4,900,1,1,Handicrafts,12,50,8000
28267,Pune,50,F,Bauddha,Petty shop,none,60000,2500,0,1,1,R,3,120,0,1,Retail Store,12,12,12000
28268,Imphal,39,F,OBC,School,none,36000,2000,1,2,1,T2,3,1300,1,1,Education Loan,12,12,14000
28269,Pune,31,F,Mahar,Vegetable vendor,none,110000,3000,0,2,1,R,4,120,0,1,Agro Based Businesses,12,12,12000
28270,Muzaffarpur,45,F,Mynority,Tailoring,Agriculture,14400,3000,0,1,1,R,3,120,1,1,Apparels,12,50,12000
28271,Imphal,45,F,OBC,School,none,36000,2000,0,3,1,T2,5,1600,1,1,Education Loan,12,12,19000
28272,Muzaffarpur,40,F,Mynority,Goat rearing,Agriculture,16800,3000,0,1,1,R,3,150,1,1,Meat Businesses,12,50,12000
28273,Muzaffarpur,45,F,Mynority,Goat rearing,Agriculture,16800,3000,0,0,1,R,3,135,1,1,Meat Businesses,12,50,12000
28274,Muzaffarpur,35,F,Mynority,Cattle rearing,Agriculture,16800,3000,0,2,1,T1,4,120,1,1,Animal husbandry,12,50,12000
28275,Muzaffarpur,35,F,Mynority,Goat rearing,Agriculture,16800,3000,0,1,1,R,3,100,0,1,Meat Businesses,12,50,12000
28276,Bahoriband,47,F,OBC,Cow Rearing,none,48000,2500,0,0,1,T2,1,600,0,0.5,Animal husbandry,12,12,12000
