,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
18586,Honda City,Honda,City,6,90000,Individual,Diesel,Manual,25.1,1498,98.6,5,650000
18587,Maruti Swift,Maruti,Swift,13,110000,Individual,Diesel,Manual,17.8,1248,75,5,125000
18588,Maruti Swift,Maruti,Swift,9,43000,Individual,Petrol,Manual,18.6,1197,85.8,5,400000
18589,Hyundai i20,Hyundai,i20,3,25000,Individual,Petrol,Manual,18.6,1197,81.83,5,770000
18590,Maruti Swift Dzire,Maruti,Swift Dzire,7,90000,Dealer,Diesel,Manual,19.3,1248,73.9,5,410000
18592,BMW 3,BMW,3,7,118000,Dealer,Diesel,Automatic,19.62,1995,187.74,5,2000000
18593,Hyundai Elantra,Hyundai,Elantra,8,77000,Individual,Diesel,Manual,22.7,1582,126.24,5,600000
18596,Volkswagen Polo,Volkswagen,Polo,2,45000,Dealer,Petrol,Manual,17.74,999,75.1,5,650000
18597,Hyundai Creta,Hyundai,Creta,6,79828,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1060000
18598,Maruti Baleno,Maruti,Baleno,2,7801,Dealer,Petrol,Manual,21.01,1197,81.8,5,800000
18600,Honda WR-V,Honda,WR-V,4,33456,Dealer,Diesel,Manual,25.5,1498,98.6,5,850000
18601,Honda City,Honda,City,6,87000,Dealer,Diesel,Manual,26,1498,98.6,5,525000
18602,Maruti Swift,Maruti,Swift,8,68000,Dealer,Diesel,Manual,17.8,1248,75,5,395000
18603,Maruti Swift,Maruti,Swift,10,22000,Dealer,Diesel,Manual,28.4,1248,74,5,425000
18604,Skoda Rapid,Skoda,Rapid,4,105000,Dealer,Diesel,Automatic,21.72,1498,108.6,5,875000
18605,Mahindra XUV500,Mahindra,XUV500,5,46100,Individual,Diesel,Manual,16,2179,140,7,1050000
18606,Renault KWID,Renault,KWID,3,16000,Dealer,Petrol,Automatic,24.04,999,67,5,465000
18607,Renault KWID,Renault,KWID,1,10000,Individual,Petrol,Manual,23.01,999,67,5,470000
18608,Maruti Baleno,Maruti,Baleno,3,10001,Dealer,Petrol,Automatic,21.4,1197,83.1,5,759000
18609,Hyundai Santro,Hyundai,Santro,10,49000,Dealer,Petrol,Manual,17.92,1086,62.1,5,195000
18610,Maruti Ertiga,Maruti,Ertiga,6,94000,Dealer,Diesel,Manual,25.47,1248,88.5,7,699000
18611,Maruti Baleno,Maruti,Baleno,5,26208,Dealer,Petrol,Manual,21.01,1197,81.8,5,575000
18612,BMW 6,BMW,6,3,11000,Dealer,Diesel,Automatic,17.09,2993,261.4,4,5600000
18613,Honda Amaze,Honda,Amaze,3,78000,Dealer,Diesel,Manual,24.7,1498,98.63,5,600000
18614,Maruti Alto,Maruti,Alto,9,52000,Dealer,Petrol,Manual,24.7,796,47.3,5,195000
18616,Maruti Ertiga,Maruti,Ertiga,6,75000,Dealer,Diesel,Manual,25.47,1248,88.5,7,650000
18617,Hyundai Grand,Hyundai,Grand,3,58000,Individual,Petrol,Automatic,18.9,1197,81.86,5,440000
18618,Maruti Celerio,Maruti,Celerio,6,52000,Dealer,Petrol,Automatic,23.1,998,67.04,5,450000
18619,Toyota Fortuner,Toyota,Fortuner,10,158000,Dealer,Diesel,Manual,11.5,2982,171,7,1050000
18621,Maruti Vitara,Maruti,Vitara,5,20000,Dealer,Diesel,Manual,24.3,1248,88.5,5,850000
18624,Maruti Ciaz,Maruti,Ciaz,6,41348,Dealer,Diesel,Manual,26.21,1248,88.5,5,650000
18625,Volkswagen Polo,Volkswagen,Polo,5,49000,Dealer,Petrol,Manual,16.2,1199,74,5,575000
18626,Tata Tiago,Tata,Tiago,4,25000,Individual,Petrol,Automatic,23.84,1199,83.83,5,520000
18627,BMW 3,BMW,3,7,88000,Dealer,Diesel,Automatic,18.88,1995,184,5,2250000
18628,BMW 5,BMW,5,4,32000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,3150000
18629,Maruti Vitara,Maruti,Vitara,5,20000,Individual,Diesel,Manual,24.3,1248,88.5,5,900000
18630,Honda Jazz,Honda,Jazz,3,15000,Dealer,Diesel,Manual,27.3,1498,98.6,5,700000
18631,Maruti Swift,Maruti,Swift,3,18600,Individual,Petrol,Manual,22,1197,81.8,5,520000
18632,Audi A4,Audi,A4,9,85250,Dealer,Diesel,Automatic,16.55,1968,140,5,1295000
18633,Maruti Baleno,Maruti,Baleno,3,60000,Individual,Petrol,Manual,21.4,1197,83.1,5,710000
18634,Land Rover Rover,Land Rover,Rover,7,61000,Dealer,Diesel,Automatic,12.65,2993,296,5,5700000
18635,Volkswagen Polo,Volkswagen,Polo,4,26000,Dealer,Petrol,Manual,16.47,1198,74,5,680000
18636,Volkswagen Polo,Volkswagen,Polo,5,72000,Dealer,Diesel,Manual,20.14,1498,88,5,650000
18637,Hyundai Verna,Hyundai,Verna,6,72600,Individual,Petrol,Manual,17.01,1591,121.4,5,525000
18638,Renault KWID,Renault,KWID,5,14183,Dealer,Petrol,Manual,22.3,799,53.26,5,395000
18641,Maruti Swift,Maruti,Swift,7,14800,Dealer,Petrol,Manual,21.21,1197,81.8,5,495000
18642,BMW 5,BMW,5,1,15000,Dealer,Diesel,Automatic,18.59,2993,261.49,5,5400000
18643,Hyundai i10,Hyundai,i10,11,90000,Individual,Petrol,Manual,20.36,1197,78.9,5,150000
18644,Jaguar XF,Jaguar,XF,9,105000,Dealer,Diesel,Automatic,14.74,2993,270.9,5,1900000
18645,Honda City,Honda,City,5,77694,Dealer,Petrol,Manual,17.8,1497,117.3,5,795000
18647,Toyota Fortuner,Toyota,Fortuner,5,32000,Dealer,Diesel,Manual,14.24,2755,174.5,7,2600000
18649,Honda Civic,Honda,Civic,12,76000,Dealer,Petrol,Automatic,13.9,1799,130.2,5,325000
18651,Honda Amaze,Honda,Amaze,3,60000,Individual,Diesel,Manual,25.8,1498,98.6,5,667000
18652,Skoda Rapid,Skoda,Rapid,3,17000,Dealer,Petrol,Manual,15,1598,103.5,5,775000
18654,Maruti Wagon R,Maruti,Wagon R,10,90000,Individual,CNG,Manual,26.2,998,58.2,5,280000
18655,Audi A6,Audi,A6,5,35000,Dealer,Diesel,Automatic,18.53,1968,187.74,5,3125000
18656,Maruti Ertiga,Maruti,Ertiga,5,57000,Dealer,Diesel,Manual,24.52,1248,88.5,7,590000
18657,Honda Civic,Honda,Civic,13,90000,Individual,Petrol,Automatic,12.9,1799,130,5,500000
18658,Mahindra Bolero,Mahindra,Bolero,10,75000,Dealer,Diesel,Manual,13.6,2523,63,7,350000
18660,Hyundai Creta,Hyundai,Creta,6,59000,Dealer,Diesel,Manual,20.5,1582,126.2,5,790000
18661,Maruti Wagon R,Maruti,Wagon R,12,26000,Individual,Petrol,Manual,18.9,998,67.1,5,150000
18663,Hyundai Santro,Hyundai,Santro,14,44000,Dealer,Petrol,Manual,17.92,1086,62.1,5,245000
18665,Hyundai Verna,Hyundai,Verna,2,28000,Individual,Diesel,Manual,22,1582,126.2,5,1080000
18667,Maruti Swift,Maruti,Swift,4,19000,Dealer,Petrol,Manual,20.4,1197,81.8,5,625000
18668,Land Rover Rover,Land Rover,Rover,8,51000,Dealer,Diesel,Automatic,12.7,2179,187.7,5,4900000
18669,Maruti Swift Dzire,Maruti,Swift Dzire,9,112000,Individual,Diesel,Manual,23.4,1248,74,5,550000
18670,Maruti Vitara,Maruti,Vitara,4,61000,Dealer,Diesel,Manual,24.3,1248,88.5,5,945000
18671,Maruti Ciaz,Maruti,Ciaz,5,60000,Dealer,Diesel,Manual,28.09,1248,88.5,5,730000
18672,Maruti Baleno,Maruti,Baleno,3,15000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,775000
18673,Hyundai Grand,Hyundai,Grand,7,24000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,455000
18674,Toyota Innova,Toyota,Innova,4,43000,Individual,Diesel,Manual,13.68,2393,147.8,7,1375000
18675,Hyundai i20,Hyundai,i20,4,34004,Dealer,Petrol,Manual,18.6,1197,81.83,5,690000
18676,Toyota Yaris,Toyota,Yaris,3,17000,Dealer,Petrol,Manual,17.18,1496,105.94,5,1025000
18678,Hyundai Grand,Hyundai,Grand,6,19526,Dealer,Petrol,Manual,18.9,1197,81.86,5,540000
18679,Toyota Innova,Toyota,Innova,11,195000,Individual,Diesel,Manual,12.8,2494,102,8,480000
18680,Maruti Swift Dzire,Maruti,Swift Dzire,3,14506,Dealer,Petrol,Automatic,22,1197,81.8,5,765000
18681,Maruti Baleno,Maruti,Baleno,2,25000,Individual,Petrol,Manual,21.4,1197,83.1,5,736000
18682,Maruti Wagon R,Maruti,Wagon R,7,70000,Individual,Petrol,Manual,20.51,998,67.04,5,325000
18685,Volkswagen Polo,Volkswagen,Polo,10,63000,Dealer,Petrol,Manual,16.47,1198,73.9,5,250000
18686,Maruti Swift Dzire,Maruti,Swift Dzire,5,63581,Dealer,Petrol,Manual,20.85,1197,83.14,5,575000
18687,Renault KWID,Renault,KWID,3,25000,Individual,Petrol,Manual,25.17,799,53.3,5,330000
18689,Hyundai i10,Hyundai,i10,11,100000,Dealer,Petrol,Manual,20.36,1197,78.9,5,170000
18690,Skoda Rapid,Skoda,Rapid,8,85500,Individual,Diesel,Manual,20.5,1598,103.5,5,270000
18691,Volkswagen Polo,Volkswagen,Polo,5,78000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,725000
18692,Maruti Ertiga,Maruti,Ertiga,6,35020,Dealer,Diesel,Manual,24.2,1498,93.87,7,740000
18693,Hyundai i10,Hyundai,i10,11,68000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,325000
18694,Hyundai Grand,Hyundai,Grand,2,10000,Individual,Petrol,Manual,18.9,1197,81.86,5,540000
18695,Maruti Wagon R,Maruti,Wagon R,12,20000,Individual,Petrol,Manual,18.9,1061,67,5,200000
18696,Maruti Ignis,Maruti,Ignis,3,10503,Trustmark Dealer,Petrol,Automatic,20.89,1197,81.8,5,535000
18697,Honda City,Honda,City,4,12729,Dealer,Petrol,Manual,17.14,1497,117.6,5,1138000
18698,Mahindra KUV,Mahindra,KUV,5,72643,Dealer,Diesel,Manual,25.32,1198,77,5,475000
18699,Maruti Wagon R,Maruti,Wagon R,6,25000,Individual,Petrol,Manual,20.51,998,67.06,5,375000
18700,Honda City,Honda,City,15,89000,Dealer,Petrol,Manual,17.7,1497,78,5,135000
18701,Hyundai Creta,Hyundai,Creta,4,7900,Dealer,Petrol,Manual,15.29,1591,121.3,5,1175000
18702,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,45425,Dealer,Diesel,Automatic,19.27,2143,167.62,5,3375000
18703,Volkswagen Polo,Volkswagen,Polo,6,95000,Dealer,Diesel,Manual,20.14,1498,88.8,5,555000
18704,Hyundai Verna,Hyundai,Verna,9,100000,Individual,Diesel,Manual,22.32,1582,126.3,5,400000
18705,Hyundai Grand,Hyundai,Grand,2,10000,Individual,Petrol,Manual,18.9,1197,81.86,5,530000
18706,Maruti Alto,Maruti,Alto,9,25000,Individual,Petrol,Manual,20.92,998,67.1,5,270000
18707,Volkswagen Vento,Volkswagen,Vento,8,110000,Individual,Diesel,Manual,20.54,1598,103.6,5,350000
18708,Honda Jazz,Honda,Jazz,4,30000,Dealer,Petrol,Manual,18.7,1199,88.7,5,550000
18709,Audi A8,Audi,A8,11,30000,Dealer,Petrol,Automatic,8.5,4163,349.5,5,2200000
18711,Maruti Ertiga,Maruti,Ertiga,4,63000,Individual,Diesel,Manual,24.52,1248,88.5,7,750000
18713,Renault Duster,Renault,Duster,5,43811,Dealer,Diesel,Manual,19.87,1461,83.8,5,890000
18714,Hyundai i20,Hyundai,i20,6,56490,Dealer,Diesel,Manual,22.54,1396,88.73,5,525000
18715,Maruti Alto,Maruti,Alto,7,19000,Dealer,Petrol,Manual,22.74,796,47.3,5,325000
18716,Hyundai i20,Hyundai,i20,11,100000,Individual,Petrol,Manual,17,1197,80,5,200000
18717,Volkswagen Polo,Volkswagen,Polo,7,78000,Dealer,Diesel,Manual,20.14,1498,88.8,5,450000
18718,Honda City,Honda,City,9,58000,Dealer,Petrol,Manual,17,1497,118,5,575000
18724,Maruti Wagon R,Maruti,Wagon R,12,70000,Individual,Petrol,Manual,18.9,1061,67,5,134000
18725,Hyundai Grand,Hyundai,Grand,5,27471,Dealer,Petrol,Automatic,18.9,1197,82,5,480000
18727,Toyota Innova,Toyota,Innova,8,75000,Dealer,Diesel,Manual,12.8,2494,102,7,650000
18728,Volkswagen Polo,Volkswagen,Polo,9,104233,Dealer,Diesel,Manual,22.07,1199,73.9,5,380000
18731,Maruti Ertiga,Maruti,Ertiga,7,51000,Dealer,Petrol,Manual,16.02,1373,93.7,7,625000
18733,Hyundai i10,Hyundai,i10,8,71236,Dealer,Petrol,Manual,20.36,1197,78.9,5,310000
18735,Maruti Ciaz,Maruti,Ciaz,3,21052,Trustmark Dealer,Petrol,Automatic,19.12,1373,91.1,5,885000
18736,Volkswagen Vento,Volkswagen,Vento,7,68000,Individual,Petrol,Manual,15.04,1598,103.2,5,440000
18737,Maruti Wagon R,Maruti,Wagon R,3,40000,Individual,Petrol,Manual,20.51,998,67.04,5,430000
18738,Maruti Vitara,Maruti,Vitara,5,90000,Individual,Diesel,Manual,24.3,1248,88.5,5,735000
18739,ISUZU MUX,ISUZU,MUX,4,47000,Dealer,Diesel,Automatic,13.8,2999,175,7,1900000
18740,Hyundai Grand,Hyundai,Grand,4,9687,Dealer,Petrol,Manual,18.9,1197,82,5,560000
18741,Maruti Swift Dzire,Maruti,Swift Dzire,8,80000,Individual,Diesel,Manual,23.4,1248,74,5,400000
18742,Maruti Celerio,Maruti,Celerio,5,25000,Individual,Petrol,Automatic,23.1,998,67.04,5,480000
18743,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,44000,Dealer,Diesel,Automatic,19.27,2143,167.62,5,2675000
18744,Tata Nexon,Tata,Nexon,2,20000,Individual,Petrol,Manual,17,1198,108.5,5,675000
18745,Maruti Swift Dzire,Maruti,Swift Dzire,5,50000,Dealer,Diesel,Manual,26.59,1248,74,5,655000
18748,Volkswagen Vento,Volkswagen,Vento,9,56527,Dealer,Petrol,Manual,15.04,1598,103.6,5,500000
18749,Maruti Dzire VXI,Maruti,Dzire VXI,1,10000,Individual,Petrol,Manual,23.26,1197,88.5,5,550000
18750,Honda City,Honda,City,5,56210,Dealer,Petrol,Manual,17.8,1497,117.3,5,715000
18753,Maruti Alto,Maruti,Alto,12,80000,Individual,Petrol,Manual,19.7,796,46.3,5,215000
18754,Toyota Yaris,Toyota,Yaris,3,17000,Dealer,Petrol,Manual,17.18,1496,105.94,5,1000000
18755,Honda Jazz,Honda,Jazz,9,57000,Dealer,Petrol,Manual,16.7,1198,88.8,5,325000
18758,Ford Ecosport,Ford,Ecosport,3,30000,Individual,Diesel,Manual,23,1498,98.96,5,765000
18759,Volkswagen Polo,Volkswagen,Polo,3,36000,Dealer,Diesel,Manual,20.14,1498,88,5,790000
18760,Hyundai i20,Hyundai,i20,2,16000,Dealer,Petrol,Manual,18.6,1197,81.83,5,660000
18761,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,15,78000,Dealer,Petrol,Automatic,10.5,1796,157.7,5,500000
18762,Maruti Swift Dzire,Maruti,Swift Dzire,4,35000,Dealer,Diesel,Automatic,28.4,1248,74,5,825000
18763,Renault Duster,Renault,Duster,4,40000,Individual,Petrol,Automatic,14.99,1498,104.5,5,900000
18764,Honda Amaze,Honda,Amaze,8,28802,Dealer,Petrol,Automatic,15.5,1198,86.7,5,450000
18765,Hyundai i10,Hyundai,i10,11,40685,Dealer,Petrol,Manual,20.36,1197,78.9,5,270000
18766,Honda Jazz,Honda,Jazz,6,55937,Dealer,Petrol,Manual,18.7,1199,88.7,5,635000
18767,Skoda Superb,Skoda,Superb,9,81131,Dealer,Diesel,Manual,17.2,1968,138.1,5,630000
18768,Honda CR-V,Honda,CR-V,17,87000,Dealer,Petrol,Automatic,13.7,1997,153.86,5,450000
18769,Maruti Celerio,Maruti,Celerio,5,40775,Dealer,Petrol,Manual,23.1,998,67.04,5,445000
18770,Audi A6,Audi,A6,8,45000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1390000
18771,Tata Nexon,Tata,Nexon,3,70000,Individual,Diesel,Manual,21.5,1497,108.5,5,733000
18772,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,3,25550,Dealer,Diesel,Automatic,10,2148,170,5,4450000
18773,Hyundai Creta,Hyundai,Creta,4,100000,Individual,Diesel,Manual,21.38,1396,88.7,5,800000
18775,Maruti Swift,Maruti,Swift,5,50000,Dealer,Diesel,Manual,25.2,1248,74,5,640000
18776,Hyundai Venue,Hyundai,Venue,2,9500,Dealer,Diesel,Manual,23.7,1396,88.7,5,1075000
18777,Toyota Innova,Toyota,Innova,6,70000,Individual,Diesel,Manual,12.99,2494,100.6,7,1500000
18778,Hyundai i20,Hyundai,i20,8,74947,Dealer,Petrol,Manual,18.5,1197,82.9,5,495000
18779,Hyundai Grand,Hyundai,Grand,6,5000,Individual,Petrol,Manual,18.9,1197,82,5,399000
18780,Maruti S-Presso,Maruti,S-Presso,1,5000,Individual,Petrol,Manual,21.7,998,67,5,550000
18781,Hyundai Grand,Hyundai,Grand,5,45000,Dealer,Petrol,Manual,18.9,1197,82,5,550000
18782,Hyundai i20,Hyundai,i20,5,64500,Individual,Diesel,Manual,22.54,1396,88.73,5,749000
18783,Maruti Swift Dzire,Maruti,Swift Dzire,6,70000,Individual,Diesel,Manual,26.59,1248,74,5,500000
18784,Toyota Innova,Toyota,Innova,4,54226,Dealer,Diesel,Manual,13.68,2393,147.8,7,1700000
18787,Tata Nexon,Tata,Nexon,2,10000,Individual,Petrol,Automatic,17,1198,108.5,5,700000
18788,Jaguar XF,Jaguar,XF,9,110000,Dealer,Diesel,Automatic,14.74,2993,270.9,5,2250000
18790,Maruti Wagon R,Maruti,Wagon R,7,67532,Dealer,CNG,Manual,26.6,998,58.16,5,315000
18793,Audi A6,Audi,A6,11,86000,Dealer,Diesel,Automatic,12.4,2698,179.5,5,1100000
18794,Volkswagen Vento,Volkswagen,Vento,8,100000,Dealer,Diesel,Manual,20.34,1498,103.2,5,399000
18796,Hyundai Grand,Hyundai,Grand,2,1200,Dealer,Petrol,Manual,18.9,1197,81.86,5,611000
18797,Maruti Swift,Maruti,Swift,3,15000,Individual,Petrol,Manual,22,1197,81.8,5,729000
18798,Hyundai Verna,Hyundai,Verna,4,32200,Dealer,Petrol,Automatic,17.1,1591,121.4,5,945000
18799,Volkswagen Polo,Volkswagen,Polo,5,31000,Dealer,Petrol,Manual,16.47,1198,74,5,685000
18800,Maruti Swift,Maruti,Swift,8,90000,Dealer,Diesel,Manual,22.9,1248,74,5,525000
18801,Honda City,Honda,City,11,90000,Individual,Petrol,Manual,17,1497,118,5,300000
18802,Maruti Celerio,Maruti,Celerio,5,100000,Individual,Petrol,Automatic,23.1,998,67.04,5,400000
18805,Ford Figo,Ford,Figo,8,46584,Dealer,Petrol,Manual,15.6,1196,70,5,325000
18807,Maruti Ciaz,Maruti,Ciaz,5,62000,Dealer,Diesel,Manual,28.09,1248,88.5,5,725000
18809,Hyundai Verna,Hyundai,Verna,8,81000,Dealer,Petrol,Automatic,17.1,1591,121.4,5,425000
18810,Maruti Ciaz,Maruti,Ciaz,3,33000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,945000
18813,Honda Amaze,Honda,Amaze,2,18005,Dealer,Petrol,Automatic,18.1,1199,88.7,5,785000
18814,Hyundai i10,Hyundai,i10,9,15000,Individual,Petrol,Manual,20.36,1197,78.9,5,220000
18815,BMW 5,BMW,5,5,48530,Dealer,Diesel,Automatic,18.12,1995,190,5,3375000
18817,Honda City,Honda,City,12,63000,Individual,Petrol,Manual,17,1497,118,5,260000
18819,Land Rover Rover,Land Rover,Rover,6,56000,Dealer,Diesel,Automatic,12.7,2179,187.7,5,3700000
18820,Maruti Alto,Maruti,Alto,8,32000,Dealer,Petrol,Manual,23.95,998,67.05,5,240000
18821,Maruti Baleno,Maruti,Baleno,4,54000,Dealer,Petrol,Manual,21.4,1197,83.1,5,580000
18822,Hyundai i20,Hyundai,i20,9,53000,Dealer,Diesel,Manual,21.9,1396,90,5,385000
18824,Mahindra Scorpio,Mahindra,Scorpio,4,110000,Individual,Diesel,Manual,15.4,1997,120,7,800000
18825,Maruti Vitara,Maruti,Vitara,4,45000,Dealer,Diesel,Manual,24.3,1248,88.5,5,945000
18826,Hyundai i10,Hyundai,i10,12,80000,Individual,Petrol,Manual,20.36,1197,78.9,5,130000
18827,Datsun GO,Datsun,GO,6,27000,Dealer,Petrol,Manual,19.44,1198,67,7,295000
18828,Toyota Fortuner,Toyota,Fortuner,4,20000,Individual,Diesel,Automatic,15.04,2755,174.5,7,3300000
18829,Toyota Fortuner,Toyota,Fortuner,3,65000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2800000
18830,Hyundai i20,Hyundai,i20,8,65000,Dealer,Diesel,Manual,21.9,1396,88.76,5,475000
18831,Ford Figo,Ford,Figo,8,97358,Dealer,Diesel,Manual,20,1399,68.05,5,365000
18832,Mahindra Scorpio,Mahindra,Scorpio,8,40000,Individual,Diesel,Manual,14,2523,75,8,550000
18834,Maruti Alto,Maruti,Alto,14,60000,Individual,Petrol,Manual,19.7,796,46.3,5,80000
18836,Maruti Wagon R,Maruti,Wagon R,3,57000,Dealer,CNG,Manual,32.52,998,58.33,5,435000
18837,Maruti Baleno,Maruti,Baleno,4,43318,Dealer,Petrol,Automatic,19.56,1197,81.8,5,750000
18838,Maruti Alto,Maruti,Alto,5,6800,Individual,Petrol,Manual,24.7,796,47.3,5,300000
18839,Hyundai Creta,Hyundai,Creta,4,32000,Dealer,Petrol,Automatic,13,1591,121.3,5,1125000
18840,Maruti Alto,Maruti,Alto,10,32000,Dealer,Petrol,Manual,20.92,998,67.1,5,200000
18841,BMW 5,BMW,5,10,63000,Dealer,Diesel,Automatic,18.48,1995,177,5,1590000
18842,Toyota Innova,Toyota,Innova,2,38000,Individual,Diesel,Manual,13.68,2393,147.8,8,1700000
18843,Hyundai i20,Hyundai,i20,3,32300,Individual,Diesel,Manual,21.19,1396,88.73,5,800000
18844,Hyundai Verna,Hyundai,Verna,3,69000,Dealer,Diesel,Manual,22,1582,126.2,5,1200000
18845,Hyundai i20,Hyundai,i20,5,57000,Individual,Diesel,Manual,22.54,1396,88.73,5,530000
18846,Honda City,Honda,City,5,46000,Dealer,Diesel,Manual,26,1498,98.6,5,650000
18847,Maruti Ertiga,Maruti,Ertiga,4,40000,Individual,Petrol,Automatic,17.03,1373,91.1,7,720000
18848,Hyundai i10,Hyundai,i10,11,70000,Individual,Petrol,Manual,20.36,1197,78.9,5,300000
18849,Maruti Alto,Maruti,Alto,4,20920,Dealer,Petrol,Manual,24.7,796,47.3,5,310000
18850,Hyundai Elantra,Hyundai,Elantra,3,40000,Dealer,Petrol,Automatic,14.62,1999,149.92,5,1600000
18851,Mahindra XUV500,Mahindra,XUV500,6,85000,Individual,Diesel,Manual,16,2179,140,7,1300000
18852,BMW 3,BMW,3,10,75100,Dealer,Diesel,Automatic,13.2,1995,170,5,1025000
18853,Hyundai Verna,Hyundai,Verna,10,54000,Dealer,Petrol,Manual,17.1,1591,121.3,5,451000
18854,Mahindra XUV500,Mahindra,XUV500,6,86000,Dealer,Diesel,Manual,16,2179,140,7,1175000
18855,Renault Duster,Renault,Duster,7,80000,Individual,Diesel,Manual,19.01,1461,108.45,5,710000
18856,Hyundai Creta,Hyundai,Creta,4,33000,Dealer,Petrol,Manual,15.8,1591,121.3,5,1140000
18858,Hyundai Creta,Hyundai,Creta,6,51000,Dealer,Diesel,Manual,21.38,1396,88.7,5,910000
18859,Hyundai Verna,Hyundai,Verna,6,31500,Individual,Petrol,Manual,17.01,1591,121.3,5,600000
18860,Honda Jazz,Honda,Jazz,6,35380,Dealer,Diesel,Manual,27.3,1498,98.6,5,660000
18861,Toyota Innova,Toyota,Innova,8,95000,Dealer,Diesel,Manual,12.99,2494,100.6,8,925000
18862,Volkswagen Polo,Volkswagen,Polo,6,62000,Dealer,Diesel,Manual,20.14,1498,88,5,675000
18865,BMW X1,BMW,X1,2,15000,Dealer,Diesel,Automatic,20.68,1995,188,5,3250000
18866,Honda City,Honda,City,5,27000,Individual,Petrol,Manual,17.8,1497,117.3,5,650000
18867,Maruti Swift Dzire,Maruti,Swift Dzire,8,70000,Individual,Diesel,Manual,23.4,1248,74,5,600000
18869,Maruti Eeco,Maruti,Eeco,2,1500,Individual,Petrol,Manual,15.37,1196,73,5,380000
18870,Honda Jazz,Honda,Jazz,5,44480,Dealer,Petrol,Automatic,19,1199,88.7,5,625000
18871,Honda Amaze,Honda,Amaze,8,57000,Dealer,Petrol,Automatic,18.1,1199,88.7,5,425000
18872,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,17,126000,Dealer,Diesel,Automatic,11,2987,198.5,5,315000
18873,Maruti Celerio,Maruti,Celerio,4,20000,Individual,Petrol,Automatic,23.1,998,67.04,5,450000
18874,Honda City,Honda,City,6,90000,Individual,Petrol,Automatic,18,1497,117.3,5,750000
18875,Honda City,Honda,City,11,80000,Individual,Petrol,Automatic,16.8,1497,118,5,400000
18877,Honda Jazz,Honda,Jazz,6,19567,Dealer,Petrol,Manual,18.7,1199,88.7,5,575000
18879,Maruti Baleno,Maruti,Baleno,5,60000,Individual,Petrol,Manual,21.4,1197,83.1,5,500000
18881,Maruti Celerio,Maruti,Celerio,7,39800,Dealer,Petrol,Automatic,23.1,998,67.04,5,375000
18882,Hyundai i10,Hyundai,i10,9,58500,Dealer,Petrol,Automatic,16.95,1197,78.9,5,325000
18886,Maruti Ignis,Maruti,Ignis,3,33000,Dealer,Petrol,Manual,20.89,1197,81.8,5,550000
18887,Tata Nexon,Tata,Nexon,3,12000,Dealer,Diesel,Manual,21.5,1497,108.5,5,821000
18888,Maruti Alto,Maruti,Alto,16,91000,Dealer,Petrol,Manual,19.7,796,46.3,5,125000
18890,Maruti Alto,Maruti,Alto,4,9000,Dealer,Petrol,Manual,23.95,998,67.05,5,335000
18891,Maruti Celerio,Maruti,Celerio,7,26000,Dealer,Petrol,Automatic,23.1,998,67.04,5,460000
18892,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,6,35000,Dealer,Petrol,Automatic,14.74,1991,181.04,5,2250000
18893,Renault KWID,Renault,KWID,5,40087,Dealer,Petrol,Manual,23.01,999,67,5,310000
18894,Renault KWID,Renault,KWID,3,50000,Individual,Petrol,Manual,25.17,799,53.3,5,300000
18896,Maruti Ertiga,Maruti,Ertiga,5,48782,Dealer,Diesel,Manual,20.77,1248,88.8,7,890000
18897,Maruti Vitara,Maruti,Vitara,4,70000,Individual,Diesel,Manual,24.3,1248,88.5,5,680000
18898,Maruti Swift Dzire,Maruti,Swift Dzire,1,18000,Dealer,Petrol,Manual,21.21,1197,81.8,5,800000
18900,Ford Figo,Ford,Figo,6,100000,Individual,Diesel,Manual,25.83,1498,99,5,400000
18901,Maruti Celerio,Maruti,Celerio,5,27521,Dealer,Petrol,Automatic,23.1,998,67.04,5,455000
18902,Maruti Swift Dzire,Maruti,Swift Dzire,12,40000,Individual,Petrol,Manual,17.5,1197,85.8,5,290000
18903,Skoda Superb,Skoda,Superb,3,37000,Dealer,Diesel,Automatic,18.19,1968,174.5,5,2499000
18904,Toyota Fortuner,Toyota,Fortuner,3,68000,Dealer,Diesel,Automatic,15.04,2755,174.5,7,3000000
18905,Honda Amaze,Honda,Amaze,8,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,400000
18908,Hyundai Creta,Hyundai,Creta,4,90000,Individual,Petrol,Manual,15.29,1591,121.3,5,1180000
